1_audio,응? 벌써 정답을 맞혔다고? 설마 네가 낸 수수께끼 시였어?
2_audio,와, 이게 휴식을 즐기는 캐서린인가? 정말 달라 보여. 캐서린은 언제 어디서든 「별과 심연을 향해」라고 하는 줄 알았어
3_audio,전문가가 왔잖아…
4_audio,설마 소도 우리의 기운을 못 느끼는 건가?
5_audio,풍마룡 손에서 유적 하나를 빼앗아 온 셈이니까
6_audio,정말 스네즈나야스러운 잔인한 동요네…
7_audio,오예!
8_audio,그럼 주리아가 말한 아이에 대한 일들도… 다 지어낸 거야?
9_audio,소원 주문에 관한 건 물어볼 틈이 없네. 사람 목숨이 달린 일이라니까 이 일부터 해결하고 보자
10_audio,설마 방금 몰래 타르탈리아를 따라간 건가?
11_audio,어때? 죽지는 않겠지?
12_audio,우… 페이몬 화났어! 어쩐지 쿨하게 가더라니!
13_audio,맞아! 체조할 줄 아는 게 바로 강시야!
14_audio,야! 새 친구 앞에서 이렇게 망신 줄 거야?
15_audio,사실 밥 먹을 때부터 궁금했던 건데…
16_audio,흥, 캐러밴을 약탈한 나쁜 꽃게 녀석, 어딜 도망가려고!
17_audio,#응… 이해해. 언젠가 나랑 {NICKNAME}이(가) 헤어지는 날이 오면, 나도 적응이 안 될 거야…. 허공에 혼잣말을 할지도 모르지…
18_audio,다행히 아래로 떨어지지는 않았네, 정말 다행이야…
19_audio,어? 창문이 제대로 안 닫혔나 봐. 내가 들어가 볼게
20_audio,뜸 들이지 말고 이제 무슨 일인지 말해 볼래?
21_audio,우와, 엄청 큰 물방울이야…
22_audio,근데 사실은 아카데미아의 방법을 인정하지 않는 거지? 사막에 대한 미안한 마음도 있고…. 이건 그냥 문제를 회피하고 있는 거잖아
23_audio,인형이라고? 그걸 어떻게 안 거야?
24_audio,와, 엄청 멀리서 왔네? 우리 가게가 벌써 그렇게 유명해진 거야?
25_audio,아, 무슨 말인지 알겠어!
26_audio,나비아가 사주는 밥이니까 난 무조건 좋아. 고민할 필요도 없지!
27_audio,#{F#오빠가}{M#동생이} 너무 보고 싶어서 순간적으로 생긴 환상인가?
28_audio,「마르셀」!?
29_audio,우리도 도와줄게! 시노부의 노력을 봐서라도 이번 행사가 산으로 가게 둘 순 없지!
30_audio,좀 하는데~ 역시 여행자야!
31_audio,야란, 네가 증거를 숨긴 건 아니겠지?
32_audio,#네 {M#동생이}{F#오빠가} 너보다 먼저 깨어난 것 같은데, 얼마나 일찍 깼는지 모르는 거지?
33_audio,그게 「기분이 좋은」 거였구나
34_audio,맞아 맞아, 어제 그거 굉장했지? 아직도 그 맛이 느껴질 정도야!
35_audio,폭풍 <color=#00E1FFFF>장벽</color>이다!
36_audio,#이봐, {NICKNAME}. 얘 좀 이상해…
37_audio,응, 맞아. 뭔가 서프라이즈가 있을 수도 있잖아
38_audio,아~ 알겠다! 병 안에 물을 담은 다음, 병을 뒤집으면 물이 사라지는 마술 있잖아
39_audio,으아! 우, 우리도 나름의 사정이 있다고!
40_audio,난 날아다니잖아. 걸어 다닌 적은 한 번도 없는걸
41_audio,그럼 다른 사람들한테 가보자. 누가 좋을까? 타이나리는 기권했고, 사이노는 방금 봤으니까…
42_audio,자신에게 너무 엄격하잖아, 그게 바로 공감이야
43_audio,아이~ 이봐, 뭘 그렇게 부끄러워하는 거야? …쳇, 내가 하는 걸 잘 보라구
44_audio,하지만 그렇게 되면, 붉은 오니가 푸른 오니의 염원을 배신한 게 되잖아…
45_audio,근데 네가 이렇게까지 할 줄은 몰랐어…
46_audio,뭐?!
47_audio,#이 정도면 됐을 거야… {NICKNAME}, 다치진 않았지?
48_audio,#근데… {NICKNAME}가(이) 잘할 수 있을까, 요리의 맛도 고려해야 하잖아…
49_audio,그만큼 좋아했다는 거지
50_audio,마신의 힘이 남아있어야만 연구 가치가 있는 거야?
51_audio,다만 메로피드 요새에 이런 일을 하는 사람이 있다는 건 좀 의외였어
52_audio,그럼 직접 아내를 찾아가 이야기를 나누면 되는 거잖아. 굳이 꿈에서 이야기를 나눌 필요가 있을까?
53_audio,음, 어디부터 시작할까?
54_audio,엥, 사유 너도 담력 시험에 참가하러 온 거야?
55_audio,그런가…
56_audio,선인은 원래 그렇잖아. 우리가 본 선인들도 모두 속세를 멀리하고 독립적이었어. 인간들과는 전혀 다른 느낌이었지
57_audio,뭐가 뭔지 모르겠어…
58_audio,아, 안녕!
59_audio,비녀는 결국 못 찾았지만…
60_audio,지금 자기 자랑한 거지?
61_audio,앞쪽엔 길이 없어…. 에잇 진짜, 대체 부채를 어디다 숨긴 거야!
62_audio,뭐? 라이트 노벨에 나온 방법이라고?
63_audio,리월 사람들이 좀 딱하네
64_audio,정말? 우리가 그렇게 보고 싶었어?
65_audio,진짜 당당하게 앉아버리네! 책까지 꺼냈어!
66_audio,응응, 모험에서의 경험을 활용할 수 있겠어
67_audio,아! 그럼 치사토가 편지 이야기를 알아들었겠지?
68_audio,비슷한 말을 어디선가 들은 것 같아. 맞다, 캐서린은 여기에 무슨 일로 온 거야?
69_audio,……
70_audio,정말? 다행이다, 우리가 꽤 괜찮은 물건을 골랐나 봐
71_audio,누구인지는 모르겠지만… 며, 명복을…
72_audio,나히다… 원래 화신 탄신 축제는 네 꿈처럼 보냈어야 했어. 사람들이 즐겁게 네 생일을 축하하면서 말이야…
73_audio,응, 우리도 출발하자
74_audio,「삐카」한 느낌으로 만들면 되지!
75_audio,윽, 처음 본 건 아닌가…
76_audio,발자국은 여기까지 이어져… 어? 저쪽에 유적 가디언이 하나 있어!
77_audio,야! 이제 어떡해!
78_audio,이제 어떡할 거야? 카즈하, 어떻게 할지 생각해뒀지?
79_audio,하지만 넌 「꼭 해야 할 일」이 두 가지 있다고 했는데, 아직 하나 더 남았잖아?
80_audio,새하얀 학 선인이라? 우리는 하늘색이랑 흑갈색밖에 모르는데
81_audio,그래, 그럼 얼른 갔다 올게
82_audio,음… 나 알 것 같아
83_audio,그래, 종려는 항상 거래는 공평해야 한다고 했잖아…. 이 세상 어떤 물건이 「신의 심장」과 맞바꿀만한 가치가 있다는 거야?
84_audio,그게 사실이라면 네 번째 석판에 그려진 일도 곧 일어나지 않을까?
85_audio,그리고 또 있어, 너랑 백출은 어떻게 한눈에 가양의 몸에 마신의 잔재가 남아있는 걸 발견한 거야?
86_audio,으으, 어쨌든… 나히다를 위해서라도 다음 목적지로 이동해야 하지 않을까?
87_audio,아… 아니, 그냥 한번 구경해보고 싶을 뿐이야
88_audio,여기도 아무것도 없어. 헛걸음한 것 같아…
89_audio,와…
90_audio,어디 가는데?
91_audio,#{NICKNAME}의 촬영 실력이 네 마음에 들면 안심하고 우리 팀에 합류하는 거야. 어때?
92_audio,으음… 뭐라 적혀 있는데…
93_audio,그, 그치만… 만약의 만약의 만약에라도 진짜 악귀 같은 거면 어떡해?
94_audio,또 가버렸어…
95_audio,하이파시아, 안심해. 타이나리가 음식을 가져다 달라고 우릴 보냈어. 여기 같이 보낸 편지야
96_audio,사막 출신이었구나. 정말 특이한 경우네. 수메르성에서 보이는 사막 주민의 대부분은 용병이던데
97_audio,흔치 않은 기회야. 헤헤. 이참에 내 삶의 철학을 느껴보라구
98_audio,엄청 큰 참새다!
99_audio,고로! 오랜만이네!
100_audio,네가 골라. 이미 들어본 거면 넘어가라고 할게
101_audio,신난다! 축하파티 열자!
102_audio,도와줄까? 돌아오긴 했는데 딱히 할 것도 없고, 우리 데리고 다니다가 일이 끝나면 같이… 에헤헤
103_audio,말 하나 전하고 오는 게 이렇게 오래 걸린다고?
104_audio,땅에 있는 무늬가 엉망이 됐어, 주변에 이 무늬를 복구시킬 만한 방법이 있는지 찾아볼까?
105_audio,공연장에서 눈에 띄는 것들은 전부 확인한 것 같아. 리니 쪽은 경비대랑 얘기가 끝났으려나?
106_audio,으음… 일단 적어두고 나중에 같이 생각해 보자
107_audio,왜… 왜 제자리로 돌아왔지?
108_audio,걸릴 걸 염두에 두고 추천한 거야?
109_audio,느비예트는 평소에 어떤 음료를 마시려나… 아! 고급 포도주 같은 걸까?
110_audio,잠깐, 우리라고! 왜 또 그런 적대적인 표정이야!
111_audio,우와! 그렇다면!
112_audio,갑자기 진지하게 군다고 용서해 줄 거 같아?
113_audio,어라… 정말 우연이 아닌 거야? 설마 세타르가 경비병뿐만 아니라 성안의 사람들도 일찍 잠들게 해서 우리를 위해 길을 터주기라도 한 건가?
114_audio,저 사람들을 따돌리고 얼른 두냐르자드를 쫓아가자!
115_audio,정말 조심성이 강하네…. 풍기관이라서 그런 건가…?
116_audio,그럼 계획을 짜야 하는 거 아니야? 시는 전혀 상관없잖아…
117_audio,쪽지…?
118_audio,그럼 역시 빌망을 찾으러 갈 수밖에 없겠네
119_audio,헤헤, 미안…
120_audio,그럴 줄 알았어! 버섯몬이 또다시 폭주할 거란 하니야의 추측에 난 동의할 수 없어! 「둥둥 모자」처럼 인간과 사이좋게 지낼 수 있는 착한 버섯몬도 있다고!
121_audio,흠… 언제까지 기다려야 효과가 나타날까?
122_audio,맞다! 그거 기억해? 호두가 요즘 교영 마을에 가고 싶어 했다고 종려가 그랬잖아
123_audio,#그럼 {NICKNAME}, 우선 <color=#00E1FFFF>요이미야</color>를 찾으러 <color=#00E1FFFF>하나미자카</color>에 가보자
124_audio,하암——피곤하다. 내일도 얌전히 일어나서 일해야겠네. 특별 허가 쿠폰이 없으면 특권도 누릴 수 없으니까
125_audio,헤헤, 네가 지어준 이름도 괜찮지만 「샤베트」라는 이름을 더 좋아하는 것 같아!
126_audio,너 기억력 진짜 좋구나!
127_audio,사실 쭉 궁금했어! 느비예트 넌 물의 용왕이면서 왜 인간 사회의 최고 심판관이 된 거야?
128_audio,#아무래도 네 {F#오빠는}{M#동생은} 심연 교단을 이끌고 있고, 심연 사도보다 지위도 더 높은 것 같아…. 최고 통솔자인지는 아직 잘 모르겠지만…
129_audio,물론 나도 다음에 만날 땐 네가 귀신풍뎅이가 조종하는 초대형 기계 풍뎅이를 만들어 냈으면 좋겠어!
130_audio,이봐, 너무 막연한 추리 아니야?
131_audio,으, 안줏거리가 된 것 같아 별로인데
132_audio,아~ 그러니까 우리한테 옷을 입혀본다는 얘기지?
133_audio,녀석이 흘린 것 같은데 한번 봐 보자…
134_audio,그나저나 어떻게 상품을 확인할 생각을 한 거야?
135_audio,뭐야 그 시큰둥한 반응은! 이럴 땐 기분 좋아해야 되는 거 아냐?
136_audio,많이 괴로워 보여… 어떡해…
137_audio,무슨 말을 하는 건지는 모르겠지만, 결론이 난 거지?
138_audio,어… 저기, 범인은 바로, 이번 사건의 희생자인 코웰이야!
139_audio,눈빛을 보니까 정말 억울한 모양인데
140_audio,에… 첫 번째 증거는 아무 소용이 없네, 저 사람 처음부터 대처 방법을 생각해놨던 거 같은데, 그럼… 뭘 보여줄까?
141_audio,뭐, 뭐라고? 네가 도리야? 엄청 무섭게 생긴 대장일 줄 알았는데…
142_audio,쉿——! 곧 성당에 들어가니까 바람 신 뒷담화는 그만해
143_audio,그러니까, 상금으로 집을 사고 싶다는 거잖아. 그치?
144_audio,이토가 다시 돌아왔어!
145_audio,휴, 겨우 그 악취 나는 곳을 벗어났네
146_audio,서빙은 우리도 할 수 있다고!
147_audio,헤헤, 호랑이도 제 말 하면 온다더니!
148_audio,왜 그래, 리니? 들어본 이름이야?
149_audio,아! 미코가 있었지!
150_audio,그거 나 아니거든! 그게 어떻게 나냐구!
151_audio,몸은 괜찮아? 힘들면 무리하지 마!
152_audio,너랑 오랫동안 여행하면서 페이몬은 이미 충분히 많은 걸 봤는데!
153_audio,어… 음…
154_audio,소? 소 맞지!
155_audio,우웩, 덕분에 밥맛이 떨어져 버렸잖아…. 저리 치워!
156_audio,음… 「칼라스가 조직 내부에 전파한 정보가 무엇인지는 알아내지 못했다」
157_audio,그럼 뭔가 잘못된 거네!
158_audio,걱정 마! 가볼 만한 장소를 세 군데나 알아냈으니까, 한 곳씩 돌아보면 될 거야
159_audio,전부 별명이야? 아니면 본인이 지은 이름인가…. 특이하네
160_audio,잠깐! 누가 바보라는 거야! 혹시라도 얘한테 위험한 일이 생길까 봐 따라온 거거든!
161_audio,환각이라…
162_audio,비경은 엄청 위험하니까 출발하기 전에 물자랑 도구들을 검사하는 것도 잊지 말고
163_audio,고르라고? 다 똑같은 거 아니야?
164_audio,어, 음… 됐어, 아무것도 안 떠올라…
165_audio,이거?
166_audio,생존 수칙?
167_audio,나도 그렇게 생각해! 사이노, 혹시 그 미쳐버린 학자들이 아루 마을에서 허공 단말기를 꼈는지 안 꼈는지 알아?
168_audio,#{NICKNAME}, 눈치챘어?
169_audio,그게 다 너네 짓이었어?!
170_audio,수상한 게 딱 봐도 나쁜 사람 같거든!
171_audio,음… 가서 말이라도 걸어 보는 게 좋지 않을까?
172_audio,어서 저 못된 것들을 처치하자구!
173_audio,그런데 리니가 안 보이네. 어디 갔지?
174_audio,잠깐만, 생각해보니까…. 「수메르 장미」의 뜻은 일반 상품이었던 것 같아
175_audio,옷 제작에 관해선 닐루가 잘 알 거야
176_audio,얘 몸에 영혼이 빙의돼도 정말 괜찮은 거야?
177_audio,참, 우리가 테스트하는 동안 넌 뭐 할 거야?
178_audio,휴, 드디어 도착했다
179_audio,이게 테지마 씨 일기장인 것 같아
180_audio,누가! 누가 좀 도와줘! 얘… 얘가 어디 아픈가 봐!
181_audio,응, 가끔은 쉽게 쉽게 가는 것도 좋지
182_audio,우와, 정말 낭만적이네
183_audio,리넷도 의무실로 갔다고?
184_audio,마물은 우리가 상대할게!
185_audio,카드 뒷면이랑 플레이어의 실력이 무슨 상관인데…
186_audio,근데 너 라흐만을 너무 세게 때린 것 같아…
187_audio,근데 범위가 너무 좁은 건 아닐까? 마르시악이 범위를 좁힐 땐 사람이 물이 되는 걸 몰랐잖아?
188_audio,도면… 아! 할머니가 주전자 주실 때 도면도 같이 주셨잖아! 빨리 봐보자
189_audio,안녕! 묻고 싶은 게 있는데
190_audio,계산이 틀렸다는 소리가 아니라… 음…
191_audio,응, 나중에 봐!
192_audio,이 목소리는… 이토잖아! 네가 왜 여기 있어?
193_audio,#내 환각인가, {NICKNAME}… 저 츄츄족들 뭔가 좀 이상해 보이지 않아?
194_audio,어…?
195_audio,무, 무슨 일이지?
196_audio,음… 이상한 포인트에서 갑자기 의기양양해지네?!
197_audio,여행자, 갑자기 왜 이러는 거야. 아카데미아 사람에게 잡히면 모든 것이 허사로 돌아가잖아
198_audio,정말 쉽지 않았겠네
199_audio,맞아! 나도 이거였던 것 같아!
200_audio,미코! 빨리 어떻게 해봐! 미코!!
201_audio,저기 잠깐, 잠깐만!
202_audio,음… 음…
203_audio,에이, 왜 그래? 빨리 따라와
204_audio,안녕! 저기 혹시… 모휘? 우린 모험가 길드의 의뢰를 받고 왔어
205_audio,말은 다 전했어. 문제없을 거야
206_audio,의문? 이해 안 되는 문제라도 있어?
207_audio,300만이랑 299만은 별 차이 없잖아?!
208_audio,「어머니」?
209_audio,힘들긴 했지만, 대단한 일을 한 기분이 들어!
210_audio,재밌었다면 다음에도 같이 놀자!
211_audio,이 공장에 있는 마신의 원한한테 분노는 최고의 식량이지…
212_audio,어? 미코! 그걸 네가 먼저 말하면 어떡해!
213_audio,그럼 이제 하려던 일을 하러 가볼까!
214_audio,엄청 큰 구멍이네. 풀의 용은 이 안에서 살고 있는 걸까?
215_audio,신의 눈 몰수 현장을 직접 보게 될 줄이야, 그냥 보고 있을 순 없겠지?!
216_audio,앗! 이제 계속 앞으로 갈 수 있어!
217_audio,근데, 이거 어떻게 쓰는 거지? 조종하려면 엄청난 힘이 필요해 보여…
218_audio,뭐!? 그럼 실종자들이… 이곳에 끌려왔다는 거야?
219_audio,응응, 그럼 우리도 사이노한테 가본 다음 다른 사람들은 뭘 하고 있는지 보러 가자!
220_audio,다들 이렇게 열정적일 줄이야…
221_audio,엥? 무슨 일인데?
222_audio,흑흑… 조금만 참아!
223_audio,비록 기사단을 싫어하지만 자신만의 방법으로 몬드를 지키고 있었구나~
224_audio,또 봐, 고로, 키라라!
225_audio,아니, 아니지. 만약 선택할 수 있다면 넌 뭘 할 거야?
226_audio,「물의 신」은 심판청에서 사형을 선고받았고, 현장에 있던 모든 사람이 놀랐지. 설마 물의 신의 죄가 바로 폰타인의 「원죄」인 걸까…
227_audio,그러니까 조금만 손보면 된다는 거지?
228_audio,우리 칭찬받았어! 헤헤…
229_audio,소가 말한 대로 의식을 완료했어
230_audio,그렇게 짧은 자기소개가 무슨 소용이야. 적어도 왜 「아버지」라고 부르는지 정도는 알려줘야지
231_audio,어째서?
232_audio,그, 그럼 어쩌지?
233_audio,하지만 계속 웃고 있었잖아!
234_audio,하지만… 저기 저 츄츄족들은 못 본 건가? 갑자기 공격할 수도 있는데…
235_audio,그럼 만민당의 음식은 테우세르 입맛에 안 맞겠어…. 다른 곳에 가보자…
236_audio,헤헤, 말을 참 예쁘게 하네
237_audio,맞아 맞아. 페이몬도 세상에 그렇게 좋은 일이 있다는 건 못 믿겠어
238_audio,#대회가 점점 치열해지고 있어…. {NICKNAME}, 다른 참가자들은 뭐 하고 있는지 확인해 보자!
239_audio,지금은 목숨도 보전하기 힘든 상황이야. 계획은 일단 보류하자…
240_audio,주리아, 주리아! 우리가 왕관을 되찾아 왔어!
241_audio,휴… 납득이 안 돼. 우리가 여기까지 왔는데 결국 두냐르자드는…
242_audio,아무튼 울트라 캡숑 짱짱 신검을 찾고 있어!
243_audio,뭐? 메뉴를 뽑기로 뽑아?
244_audio,미안해~ 그냥 「아카디아 유적」이 어디 있는지 물어보려고 왔어
245_audio,으, 나쁜 생각 안 했어! 빨리 <color=#00E1FFFF>주 사장님</color>한테 돌려주자!
246_audio,(팻말… 보물이 어째서 사라졌는지 알 것 같군)
247_audio,그랬구나. 난 그냥 네 성격이 그래서 그런 줄 알았어
248_audio,어?!——아!
249_audio,분명 좋아할 거야!
250_audio,어… 아! 좀 알 것 같아. 그러니까 물의 신은 폰타인에서 「슈퍼스타」 같은 존재라는 거지?
251_audio,왜냐면 다른 사람이 아무리 믿음직스러워도 내겐 네가 최고니까! 헤헷… 응?
252_audio,#그중에는 반드시 {M#여동생}{F#오빠}의 소식이 있을 거야!
253_audio,…그게 누군데?
254_audio,해결했다!
255_audio,그, 그럼 다행인데…. 으음, 뭔가 고민이 있어 보여서
256_audio,어쩐지 재밌을 것 같은데, 나도 하고 싶어!
257_audio,우와, 뭔가 엄청난 게 나올 것 같아!
258_audio,그러고 보니, 타이나리에게 모든 계획을 털어놓지 않아도 괜찮겠어? 우릴 믿지 못하지 않을까…
259_audio,호프만은 역시 왔네
260_audio,저기 봐, 저기 앉아있어. 설마 이곳에 사는 건 아니겠지?
261_audio,흑… 사장님, 그 마음이 분명 암왕제군에게 전해질 거야
262_audio,결국은 치즈루가 하나를 낚은 게 다잖아. 그것도 외눈 동자승한테 선물로 줘버렸지만…
263_audio,토모키였구나?!
264_audio,휴… 또 막다른 길이네, 「기억 삭제」 이론도 틀린 걸까?
265_audio,으악! 이 마물들은 어디서 튀어나왔지? 빨리 해치워버리자!
266_audio,정말 비관적인 예언이네…. 왜 폰타인 사람이 「죄」를 가지고 태어난다는 거지? 정확히 무슨 뜻일까?
267_audio,너, 너는… 아니, 너희는 누구야…?
268_audio,프레미네, 갑자기 무슨 소리야? 방금 긍정적으로 생각하기로 주리아랑 약속했잖아?
269_audio,「최근 한 기자가 메로피드 요새에 잠입하려다 실패하여…」 어라? 이 녀석, 아직도 포기를 안 한 건가…
270_audio,그렇게 말해도…
271_audio,예쁘다. 게다가 힘이 넘치는 것 같아
272_audio,폭죽은 확보했고 이제 밤이 되길 기다리면 되겠어
273_audio,그래? 너한테도 그런 여유가 있구나…
274_audio,으음…
275_audio,맞아, 설령 왕생당에 볼일이 있다고 해도, 여기까지 오진 않았을 거야
276_audio,어째서? 어딘지 알았으니 바로 쳐들어 가면 되잖아
277_audio,그러니까… 최초의 현자는 처음부터 꿈속에 있었던 거네? 출발조차 안 했던 거고?
278_audio,응? 뭐가 끝장났다는 거야?
279_audio,나도…
280_audio,어쩌지… 휴, 이번에도 타르탈리아의 도움을 받는 수밖에 없겠어…
281_audio,「전선」에 엄청 집작하는 것 같네…
282_audio,하지만 그는 이곳에 없잖아…
283_audio,자비에! 오랜만이야!
284_audio,그, 그렇네! 내버려 두면 또 다른 《혼령 소환 가이드》가 나올지도 몰라
285_audio,어째서 성안에 있는 거지?
286_audio,#저기, {NICKNAME}… 옆 사람한테 말을 거는 게 좋으려나? 아무도 없는데 옆에 앉으니까 엄청 어색해…
287_audio,음… 그건 좀 어렵네…
288_audio,별거~ 아니야~ 너~무 고마워도 사례 같은 건 할 필요 없어!
289_audio,#음, 그렇구나. 근데 왜 {NICKNAME}은(는) 식물 향을 맡고 괴로워했었던 거야?
290_audio,알았어, 그럼 고맙게 받을게
291_audio,무슨 일이야? 상황이 급박하다고, 우리가…
292_audio,맞아! 왜 말하다 마는 거야. 그리고는?
293_audio,이 많은 상자는… 너무 끔찍해
294_audio,제발 이루어져라…
295_audio,엥… 태도가 좀 수상한데?
296_audio,응응! 선물 준비라면 우리가 도와줄 수 있어. 보수는… 맛있는 거 사주면 돼!
297_audio,슈브르즈 너 정말 빠르다. 내가 나는 것보다 빠르겠는걸
298_audio,정말 모르나 봐
299_audio,가자 가자. 안 물어보면 모르잖아
300_audio,우왓, 그렇게나 많이?
301_audio,우리가 도울 일은 없어?
302_audio,두 번째 석판은 하늘에 셀레스티아가 떠 있고, 물의 신과 백성들이 거길 향해 무릎 꿇고 절하고 있어…. 그런데도 셀레스티아는 벌을 내린 것 같네
303_audio,어디… 이건 지난번에 했던 「독점 인터뷰」네? 엄청 빨리 나왔다
304_audio,알겠어, 그럼 여기서 얻을 수 있는 단서는 더 없겠네
305_audio,더 도와줄 일은 없어?
306_audio,무슨 일 있나? 왜 성문 입구에 천암군이 몰려있지? 게다가 우인단까지…
307_audio,응?
308_audio,이나즈마의 배우들? 누군데? 우리도 아는 사람들이야?
309_audio,이 장치들을 파괴하고 츄츄족들의 고통을 끝내주자!
310_audio,…사라졌어
311_audio,페이몬은 별명 되게 잘 지어!
312_audio,늑대는 아주 신비로워, 그렇게 자주 볼 수 있는 게 아니라구
313_audio,응? 뭐라고?
314_audio,그래! 이건 이미 「꿈을 꾸다」 정도로 끝나는 게 아니야!
315_audio,그 정도야?
316_audio,아, 알았어! 알았다고, 그런 슬픈 표정 짓지 마! 꼭 네가 써야 하는 것처럼 말이야!
317_audio,그런데 이 시간에 왜 혼자 멍하니 있는 거야?
318_audio,진짜네. 타이나리가 쓰러져있어…! 어서 도와주자!
319_audio,#야! {NICKNAME}, 너 또 나 놀린 거야?!
320_audio,히히, 둘이 사이가 참 좋구나
321_audio,그 여자애, 완전히 사라졌어…
322_audio,아무튼 더는 유라가 다른 사람이랑 논쟁하지 못하게 해야 해
323_audio,아! 맞아, 아비디야 숲에 있을 때 현자가 그를 「프로젝트」에 초대하는 걸 봤었잖아. 아마 같은 일이겠지?
324_audio,우리가 도울 수 있는 건 정말 없는 것 같네…. 이제 뭘 하면 될까?
325_audio,우린 못 봤는데
326_audio,후우… 내 특징을 다 뺏겨버리면 그 누구도 여행자의 옆에 있는 나를 기억하지 못할 거야. 난 더 이상 유일무이한 존재가 아니게 된다구…
327_audio,#그건 내가 할 말이지! 나랑 {NICKNAME}은(는) 여기서 일손을 돕고 있거든…
328_audio,어, 두지에랑 얘기가 다 끝났나 봐. 우리도 돌아가 보자
329_audio,나 제대로 외운 거 맞지?
330_audio,오해하지 마, 그것 때문에 도운 건 아니니까! 네가 잃어버린 게 당근이나 양배추였어도 널 도왔을 거야!
331_audio,그건 딱 봐도 알 수 있는 거잖아!
332_audio,후! 아주 긴 여행을 한 것 같은 기분이야… 힘들어 죽겠네
333_audio,…카에데하라 가문…
334_audio,잠깐, 저 조각상… 아까도 이쪽을 보고 있었나?
335_audio,책의 내용은 「마신전쟁」 시대에 패배한 마신의 원념으로 전염병과 귀신, 괴물이 탄생했다는 거야…
336_audio,그럼…
337_audio,음, 페이몬은 또 못 알아듣겠는데…
338_audio,여기서 기다릴래? 보물 찾으면 돌려줄게
339_audio,그래, 너도 힘들겠구나…
340_audio,응? 내 생각엔 아주 멋들어진 것 같은데
341_audio,타이나리! 괜찮아?
342_audio,세계수가 시들어서 숲속에는 「죽음의 땅」이, 사막에는 모래폭풍과 지진이 나타난 거라고 이해해도 되는 거지?
343_audio,와, 설탕!
344_audio,앗차… 미안, 너무 놀라서 그만…. 근데 여기 추리 소설 진짜 재밌다!
345_audio,그러게! 바람의 신의 선물이라며
346_audio,게다가 녀석에게서 마술의 비밀을 밝혀낼 기회일지도 몰라. 어때?
347_audio,으음~ 나쁘지 않은데? 너도 먹어봐~ 우리 같이 먹자!
348_audio,휴, 텐료 봉행을 방해했으니 당연한 거잖아…
349_audio,보물 사냥단… 남쪽과 북쪽의 거물?
350_audio,네가 오자고 했으면서, 왜 아무거나 좋다는 거야…. 그럼 엠버, 원하는 거 아무거나 말해봐!
351_audio,에? 정말? 「왕랑」이 한 말만 가지고?
352_audio,두 사람 다 정말 고마워
353_audio,갈까? 제법 뜻깊은 일 같던데
354_audio,하지만 「윤회」를 끝내려면 주체가 자아의식을 가지게 해야 하잖아
355_audio,아, 그게 어떻게 된 거냐면…
356_audio,금발에 특이한 옷차림을 한 낯선 사람…. 전에도 한 번 들어본 것 같은데…
357_audio,정말 은밀한 곳이네…. 하지만 무서워할 거 없지. 들어가 보자!
358_audio,윽, 뒤에 무슨 말을 할지 너무 뻔해——
359_audio,푸리나! 벌써 현장에 와 있었구나. 다른 사람들보다 훨씬 일찍 왔네!
360_audio,아까부터 묻고 싶었던 건데, 뭘 준비한다는 거야?
361_audio,으… 중요한 건 그게 아니잖아. 그런 상황이라면 분명 바로 체포될 거라구…
362_audio,후후, 빨리 공격해! 「슈퍼 페이몬 선풍」을 써!
363_audio,그러니까~ 역시 난 눈치가 빨라
364_audio,어?!
365_audio,설마 크레이비가 거짓말을 한 걸까? 그건 아닌 것 같은데…
366_audio,설마… 네가 「불씨」가 될 생각이야?
367_audio,으악, 깜짝이야! 이, 이건 뭐지?
368_audio,결국 너도 「다크 히어로」가 누군지 모르는 거잖아
369_audio,으악, 갑자기 뭐 하는 거야?! 어라? 보석 안에서 검은 게 흘러나오고 있네?
370_audio,어… 응? 우리를 초대하는 거였어?
371_audio,그나저나 두냐르자드를 보러 간 적 있어? 어떻게 지내고 있어? 호마야니 가문에서 외부인을 안 들여보내 줘서 보러 갈 기회가 없었거든
372_audio,맞아 맞아, 분위기가 장난 아니었다니까! 들어봐, 그게 말이지…
373_audio,그래서 이 많은 실험을 한 거라니…
374_audio,자, 잠깐, 마음의 준비가 필요해!
375_audio,응, 들으나 마나 돈 많은 분들이겠지
376_audio,뭐라고! 방금 무슨 맛이라고!?
377_audio,난 「둥둥 모자」와 팀워크가 더 잘 맞았으면 좋겠어. 우리 눈빛만 보고도 바로 통할 정도로 말이야!
378_audio,그럼 혼란을 수습할 수 없을 지경이 되면 네가 직접 나서서 마지막으로 리월을 구해주려 했다는 거야?
379_audio,이봐, 왜 갑자기 험담하는 거야!
380_audio,넌 이런 기밀을 어떻게 알고 있는 거야?
381_audio,「와하하하! 연날리기 대회의 1등은 나다!」 이런 느낌으로?
382_audio,그, 그건 맞지…
383_audio,…어떻게 해야 부자랑 친구 할 수 있을까?
384_audio,그걸 이제와서 고민하는 거야?
385_audio,그럼 한시가 급하니 간다르바 성곽으로 바로 출발하자
386_audio,뭐랄까… 최고 심판관은 좀 더 고급스러운 음료를 마실 줄 알았지
